DE,0,0,0,0,0,0,24,997196.9963426132,997205.6009207141,3292956040.0882936,0.23397612571716309
DE,0,0,0,0,0,1,24,967283.7367640291,967300.9447293706,3281880121.571866,23.26088047027588
DE,0,0,0,0,1,0,24,827919.0450571307,827927.6490398016,58243308.48313492,2.8678176403045654
DE,0,0,0,1,0,0,24,827791.000410475,827808.2084254498,1112209726.2277038,6.255630254745483
DE,0,0,0,1,0,1,24,827763.1238108483,827788.9357588607,1042479200.1657056,9.47605848312378
DE,0,0,0,1,1,0,24,827427.9006748096,827445.1074982444,58265555.79060585,23.50471520423889
DE,0,0,1,0,0,0,24,967046.3029199028,967063.5120264995,3292709163.172954,8.680848121643066
DE,0,0,1,0,1,1,24,796111.7623600864,796137.5724462479,58286690.147201166,161.7133629322052
DE,0,0,1,1,0,0,24,956371.6154524274,956397.4274748897,1196097699.2362666,25.622922658920288
DE,0,0,1,1,0,1,24,956325.6478192003,956360.0636506142,1150213262.8957043,38.96904802322388
DE,0,0,1,1,1,0,24,796166.5465852575,796192.3568204097,58158596.89897805,124.70854377746582
DE,0,0,1,1,1,1,24,795597.6529418802,795632.0663900955,57624176.81136136,353.01691722869873
DE,0,0,2,0,0,0,24,959489.1586525058,959514.9722379915,3292521422.419477,6.438662528991699
DE,0,0,2,0,0,1,24,956866.8163383461,956901.2320704884,3281290036.7295475,81.4637279510498
DE,0,0,2,0,1,0,24,737055.3864203063,737081.198219413,57979303.254671045,84.0262758731842
DE,0,0,2,0,1,1,24,733550.7597812403,733585.1731301249,70055005.92444773,549.2562191486359
DE,0,0,2,1,0,0,24,956065.6278232787,956100.0438532283,1414706487.3928072,37.87261772155762
DE,0,0,2,1,0,1,24,776124.2647194755,776167.2843846534,3182699485.153731,391.435307264328
DE,0,0,2,1,1,0,24,736364.677264122,736399.0909109914,58114982.09620533,290.1504328250885
DE,0,1,0,0,0,0,24,748586.3634763621,748594.9680296604,245856577.70734128,0.2682533264160156
DE,0,1,0,0,0,1,24,715986.0872613639,716003.2951770708,194639485.67422593,16.738340377807617
DE,0,1,0,0,1,0,24,692166.5389126234,692175.1428704769,1408812564.4498017,2.424564838409424
DE,0,1,0,0,1,1,24,680931.7025929488,680948.9093170565,68268084.19461657,41.71325349807739
DE,0,1,0,1,0,0,24,689600.8925079262,689618.1004732677,191422149.1153556,8.472810983657837
DE,0,1,0,1,0,1,24,681094.5654304773,681120.3773040377,54159575.992972896,22.48062515258789
DE,0,1,0,1,1,0,24,690241.9156657461,690259.1224395179,805445141.3415655,15.168182849884033
DE,0,1,0,1,1,1,24,676920.635304468,676946.4453906295,49440546.079589106,148.1329264640808
DE,0,1,1,0,0,0,24,724111.0234535579,724128.2325105483,294819973.1519575,1.2860076427459717
DE,0,1,1,0,0,1,24,714280.3050384925,714306.1168375993,271500153.4203609,12.722388505935669
DE,0,1,1,0,1,0,24,675162.5173187982,675179.7251848694,5615037595.212284,11.189675569534302
