timestamp,actual,forecast,mase,mape,rmse,refit_flag,mase_rolling_24h,mape_rolling_24h,rmse_rolling_24h
2015-03-02 01:00:00+00:00,20464.0,22007.674,0.5510863095085269,3.4298801178555736,1265.5330266831638,1,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 02:00:00+00:00,20456.0,21988.785,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 03:00:00+00:00,21041.0,23071.783,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 04:00:00+00:00,23285.0,25679.568,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 05:00:00+00:00,29149.0,30024.885,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 06:00:00+00:00,34957.0,34838.793,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 07:00:00+00:00,40180.0,38893.66,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 08:00:00+00:00,42316.0,41898.438,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 09:00:00+00:00,42322.0,42481.516,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 10:00:00+00:00,42554.0,42100.32,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 11:00:00+00:00,40170.0,41309.938,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 12:00:00+00:00,40043.0,40106.188,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 13:00:00+00:00,41372.0,39476.508,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 14:00:00+00:00,41622.0,40725.605,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 15:00:00+00:00,41105.0,42117.31,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 16:00:00+00:00,40273.0,43257.074,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 17:00:00+00:00,42022.0,43228.98,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 18:00:00+00:00,42436.0,43331.023,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 19:00:00+00:00,40226.0,40856.63,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 20:00:00+00:00,37576.0,38088.47,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 21:00:00+00:00,33743.0,34456.27,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 22:00:00+00:00,30490.0,31186.355,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-02 23:00:00+00:00,27501.0,28346.453,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-03 00:00:00+00:00,25598.0,26464.0,0.5510863095085269,3.4298801178555736,1265.5330266831638,0,0.5510863095085269,3.4298801178555736,1265.5330266831638
2015-03-03 01:00:00+00:00,24485.0,25062.281,0.5476695172653505,2.9644623146477507,1216.9518687235359,0,0.5476695172653505,2.9644623146477507,1216.9518687235359
2015-03-03 02:00:00+00:00,24242.0,24701.533,0.5476695172653505,2.9644623146477507,1216.9518687235359,0,0.5476695172653505,2.9644623146477507,1216.9518687235359
2015-03-03 03:00:00+00:00,24370.0,25829.6,0.5476695172653505,2.9644623146477507,1216.9518687235359,0,0.5476695172653505,2.9644623146477507,1216.9518687235359
2015-03-03 04:00:00+00:00,26219.0,28175.477,0.5476695172653505,2.9644623146477507,1216.9518687235359,0,0.5476695172653505,2.9644623146477507,1216.9518687235359
2015-03-03 05:00:00+00:00,31018.0,32290.041,0.5476695172653505,2.9644623146477507,1216.9518687235359,0,0.5476695172653505,2.9644623146477507,1216.9518687235359
2015-03-03 06:00:00+00:00,36387.0,36691.75,0.5476695172653505,2.9644623146477507,1216.9518687235359,0,0.5476695172653505,2.9644623146477507,1216.9518687235359
2015-03-03 07:00:00+00:00,41218.0,40284.824,0.5476695172653505,2.9644623146477507,1216.9518687235359,0,0.5476695172653505,2.9644623146477507,1216.9518687235359
2015-03-03 08:00:00+00:00,42098.0,42452.17,0.5476695172653505,2.9644623146477507,1216.9518687235359,0,0.5476695172653505,2.9644623146477507,1216.9518687235359
2015-03-03 09:00:00+00:00,41222.0,42455.71,0.5476695172653505,2.9644623146477507,1216.9518687235359,0,0.5476695172653505,2.9644623146477507,1216.9518687235359
