timestamp,actual,forecast,mase,mape,rmse,refit_flag,mase_rolling_24h,mape_rolling_24h,rmse_rolling_24h
2015-03-02 01:00:00+00:00,54074.0,51082.64,3.5833711154991437,11.38985594648898,7951.070116343283,1,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 02:00:00+00:00,51496.0,49379.574,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 03:00:00+00:00,50760.0,48362.08,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 04:00:00+00:00,53885.0,48808.75,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 05:00:00+00:00,59885.0,50352.992,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 06:00:00+00:00,64616.0,52294.5,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 07:00:00+00:00,67048.0,55147.156,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 08:00:00+00:00,67872.0,56659.91,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 09:00:00+00:00,67433.0,57593.57,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 10:00:00+00:00,67357.0,58398.957,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 11:00:00+00:00,67790.0,59123.332,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 12:00:00+00:00,66520.0,57674.14,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 13:00:00+00:00,65096.0,56865.746,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 14:00:00+00:00,62953.0,55015.137,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 15:00:00+00:00,61986.0,55143.87,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 16:00:00+00:00,62131.0,55746.094,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 17:00:00+00:00,66728.0,57631.918,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 18:00:00+00:00,71559.0,59114.152,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 19:00:00+00:00,67832.0,60735.57,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 20:00:00+00:00,63864.0,59789.098,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 21:00:00+00:00,64173.0,59050.61,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 22:00:00+00:00,65114.0,58028.117,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-02 23:00:00+00:00,62555.0,58166.36,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-03 00:00:00+00:00,60412.0,56769.566,3.5833711154991437,11.38985594648898,7951.070116343283,0,3.5833711154991437,11.38985594648898,7951.070116343283
2015-03-03 01:00:00+00:00,59260.0,56749.105,1.3111990093195782,4.139416121876233,3481.8985267411745,0,1.3111990093195782,4.139416121876233,3481.8985267411745
2015-03-03 02:00:00+00:00,56675.0,54507.727,1.3111990093195782,4.139416121876233,3481.8985267411745,0,1.3111990093195782,4.139416121876233,3481.8985267411745
2015-03-03 03:00:00+00:00,56049.0,53432.98,1.3111990093195782,4.139416121876233,3481.8985267411745,0,1.3111990093195782,4.139416121876233,3481.8985267411745
2015-03-03 04:00:00+00:00,58757.0,53979.76,1.3111990093195782,4.139416121876233,3481.8985267411745,0,1.3111990093195782,4.139416121876233,3481.8985267411745
2015-03-03 05:00:00+00:00,64264.0,56572.664,1.3111990093195782,4.139416121876233,3481.8985267411745,0,1.3111990093195782,4.139416121876233,3481.8985267411745
2015-03-03 06:00:00+00:00,67782.0,59450.8,1.3111990093195782,4.139416121876233,3481.8985267411745,0,1.3111990093195782,4.139416121876233,3481.8985267411745
2015-03-03 07:00:00+00:00,69033.0,62900.957,1.3111990093195782,4.139416121876233,3481.8985267411745,0,1.3111990093195782,4.139416121876233,3481.8985267411745
2015-03-03 08:00:00+00:00,69521.0,64806.094,1.3111990093195782,4.139416121876233,3481.8985267411745,0,1.3111990093195782,4.139416121876233,3481.8985267411745
2015-03-03 09:00:00+00:00,68213.0,65385.164,1.3111990093195782,4.139416121876233,3481.8985267411745,0,1.3111990093195782,4.139416121876233,3481.8985267411745
2015-03-03 10:00:00+00:00,67570.0,65734.45,1.3111990093195782,4.139416121876233,3481.8985267411745,0,1.3111990093195782,4.139416121876233,3481.8985267411745
