timestamp,actual,forecast
2020-09-25 23:00:00+00:00,39993.0,39243.426
2020-09-26 00:00:00+00:00,38438.0,37391.668
2020-09-26 01:00:00+00:00,36011.0,35876.008
2020-09-26 02:00:00+00:00,34881.0,35689.168
2020-09-26 03:00:00+00:00,35330.0,36907.05
2020-09-26 04:00:00+00:00,37073.0,39143.926
2020-09-26 05:00:00+00:00,38757.0,41982.637
2020-09-26 06:00:00+00:00,41065.0,44786.168
2020-09-26 07:00:00+00:00,43698.0,46916.7
2020-09-26 08:00:00+00:00,45243.0,48196.98
2020-09-26 09:00:00+00:00,46432.0,48780.543
2020-09-26 10:00:00+00:00,48629.0,48693.758
2020-09-26 11:00:00+00:00,46750.0,47745.305
2020-09-26 12:00:00+00:00,44561.0,46589.805
2020-09-26 13:00:00+00:00,43189.0,45464.152
2020-09-26 14:00:00+00:00,41982.0,44820.875
2020-09-26 15:00:00+00:00,41839.0,44703.098
2020-09-26 16:00:00+00:00,43505.0,44791.906
2020-09-26 17:00:00+00:00,46185.0,44678.664
2020-09-26 18:00:00+00:00,46363.0,44465.984
2020-09-26 19:00:00+00:00,43953.0,44612.418
2020-09-26 20:00:00+00:00,44468.0,44358.25
2020-09-26 21:00:00+00:00,45597.0,43229.246
2020-09-26 22:00:00+00:00,43017.0,41673.04
2020-09-26 00:00:00+00:00,38438.0,37385.086
2020-09-26 01:00:00+00:00,36011.0,36792.848
2020-09-26 02:00:00+00:00,34881.0,37414.19
2020-09-26 03:00:00+00:00,35330.0,39178.883
2020-09-26 04:00:00+00:00,37073.0,41441.473
2020-09-26 05:00:00+00:00,38757.0,43790.8
2020-09-26 06:00:00+00:00,41065.0,46114.33
2020-09-26 07:00:00+00:00,43698.0,48222.523
2020-09-26 08:00:00+00:00,45243.0,49522.684
2020-09-26 09:00:00+00:00,46432.0,49874.387
2020-09-26 10:00:00+00:00,48629.0,49554.88
2020-09-26 11:00:00+00:00,46750.0,48861.613
2020-09-26 12:00:00+00:00,44561.0,47777.61
2020-09-26 13:00:00+00:00,43189.0,46798.64
2020-09-26 14:00:00+00:00,41982.0,46215.78
2020-09-26 15:00:00+00:00,41839.0,46026.695
2020-09-26 16:00:00+00:00,43505.0,45729.523
2020-09-26 17:00:00+00:00,46185.0,45415.035
2020-09-26 18:00:00+00:00,46363.0,45437.49
2020-09-26 19:00:00+00:00,43953.0,45473.125
2020-09-26 20:00:00+00:00,44468.0,45006.293
2020-09-26 21:00:00+00:00,45597.0,43562.016
2020-09-26 22:00:00+00:00,43017.0,41565.16
2020-09-26 23:00:00+00:00,40352.0,39799.094
2020-09-26 01:00:00+00:00,36011.0,35653.53
2020-09-26 02:00:00+00:00,34881.0,36509.895
2020-09-26 03:00:00+00:00,35330.0,38621.45
2020-09-26 04:00:00+00:00,37073.0,41291.09
2020-09-26 05:00:00+00:00,38757.0,43765.895
2020-09-26 06:00:00+00:00,41065.0,45776.734
2020-09-26 07:00:00+00:00,43698.0,47461.56
2020-09-26 08:00:00+00:00,45243.0,48898.836
2020-09-26 09:00:00+00:00,46432.0,49461.97
2020-09-26 10:00:00+00:00,48629.0,49055.688
2020-09-26 11:00:00+00:00,46750.0,48137.812
2020-09-26 12:00:00+00:00,44561.0,47240.492
2020-09-26 13:00:00+00:00,43189.0,46469.777
2020-09-26 14:00:00+00:00,41982.0,46024.17
2020-09-26 15:00:00+00:00,41839.0,45927.508
2020-09-26 16:00:00+00:00,43505.0,45764.074
2020-09-26 17:00:00+00:00,46185.0,45144.645
2020-09-26 18:00:00+00:00,46363.0,44778.89
2020-09-26 19:00:00+00:00,43953.0,45016.223
2020-09-26 20:00:00+00:00,44468.0,44819.906
2020-09-26 21:00:00+00:00,45597.0,43565.543
2020-09-26 22:00:00+00:00,43017.0,41403.645
2020-09-26 23:00:00+00:00,40352.0,39044.137
2020-09-27 00:00:00+00:00,38332.0,37435.504
2020-09-26 02:00:00+00:00,34881.0,34934.996
2020-09-26 03:00:00+00:00,35330.0,36622.895
2020-09-26 04:00:00+00:00,37073.0,39342.434
2020-09-26 05:00:00+00:00,38757.0,42278.215
2020-09-26 06:00:00+00:00,41065.0,44769.902
2020-09-26 07:00:00+00:00,43698.0,46600.285
2020-09-26 08:00:00+00:00,45243.0,47920.47
2020-09-26 09:00:00+00:00,46432.0,48906.2
2020-09-26 10:00:00+00:00,48629.0,48900.977
2020-09-26 11:00:00+00:00,46750.0,47924.133
2020-09-26 12:00:00+00:00,44561.0,46659.684
2020-09-26 13:00:00+00:00,43189.0,45765.617
2020-09-26 14:00:00+00:00,41982.0,45268.535
2020-09-26 15:00:00+00:00,41839.0,45122.113
2020-09-26 16:00:00+00:00,43505.0,45141.81
2020-09-26 17:00:00+00:00,46185.0,44928.934
2020-09-26 18:00:00+00:00,46363.0,44227.242
2020-09-26 19:00:00+00:00,43953.0,43893.098
2020-09-26 20:00:00+00:00,44468.0,43934.35
2020-09-26 21:00:00+00:00,45597.0,43037.312
2020-09-26 22:00:00+00:00,43017.0,41134.168
2020-09-26 23:00:00+00:00,40352.0,38832.516
2020-09-27 00:00:00+00:00,38332.0,36617.73
2020-09-27 01:00:00+00:00,35747.0,35420.945
2020-09-26 03:00:00+00:00,35330.0,35572.03
2020-09-26 04:00:00+00:00,37073.0,38066.848
2020-09-26 05:00:00+00:00,38757.0,40836.9
2020-09-26 06:00:00+00:00,41065.0,43548.81
2020-09-26 07:00:00+00:00,43698.0,45699.742
2020-09-26 08:00:00+00:00,45243.0,46977.844
2020-09-26 09:00:00+00:00,46432.0,47500.63
