timestamp,actual,forecast
2020-09-26 00:00:00+00:00,40698.0,40624.875
2020-09-26 01:00:00+00:00,40401.0,39970.2
2020-09-26 02:00:00+00:00,40391.0,40662.57
2020-09-26 03:00:00+00:00,40959.0,42966.48
2020-09-26 04:00:00+00:00,43149.0,46629.434
2020-09-26 05:00:00+00:00,45950.0,50398.688
2020-09-26 06:00:00+00:00,49608.0,53532.52
2020-09-26 07:00:00+00:00,52692.0,55844.14
2020-09-26 08:00:00+00:00,54928.0,57445.918
2020-09-26 09:00:00+00:00,56186.0,58043.133
2020-09-26 10:00:00+00:00,56460.0,57578.58
2020-09-26 11:00:00+00:00,54756.0,56369.92
2020-09-26 12:00:00+00:00,53348.0,55068.527
2020-09-26 13:00:00+00:00,52456.0,54187.832
2020-09-26 14:00:00+00:00,52499.0,53829.266
2020-09-26 15:00:00+00:00,53687.0,53892.004
2020-09-26 16:00:00+00:00,54384.0,53709.535
2020-09-26 17:00:00+00:00,54322.0,53140.305
2020-09-26 18:00:00+00:00,51430.0,51819.477
2020-09-26 19:00:00+00:00,48135.0,49627.81
2020-09-26 20:00:00+00:00,46496.0,46889.406
2020-09-26 21:00:00+00:00,43097.0,43901.66
2020-09-26 22:00:00+00:00,40480.0,41473.47
2020-09-26 23:00:00+00:00,38777.0,39877.723
2020-09-26 01:00:00+00:00,40401.0,39862.902
2020-09-26 02:00:00+00:00,40391.0,40453.883
2020-09-26 03:00:00+00:00,40959.0,42742.793
2020-09-26 04:00:00+00:00,43149.0,46523.656
2020-09-26 05:00:00+00:00,45950.0,50868.848
2020-09-26 06:00:00+00:00,49608.0,54425.395
2020-09-26 07:00:00+00:00,52692.0,56948.78
2020-09-26 08:00:00+00:00,54928.0,58392.273
2020-09-26 09:00:00+00:00,56186.0,58861.188
2020-09-26 10:00:00+00:00,56460.0,58310.78
2020-09-26 11:00:00+00:00,54756.0,57151.668
2020-09-26 12:00:00+00:00,53348.0,55886.6
2020-09-26 13:00:00+00:00,52456.0,54944.934
2020-09-26 14:00:00+00:00,52499.0,54610.38
2020-09-26 15:00:00+00:00,53687.0,54697.066
2020-09-26 16:00:00+00:00,54384.0,54848.23
2020-09-26 17:00:00+00:00,54322.0,54184.777
2020-09-26 18:00:00+00:00,51430.0,52804.836
2020-09-26 19:00:00+00:00,48135.0,50651.73
2020-09-26 20:00:00+00:00,46496.0,47777.26
2020-09-26 21:00:00+00:00,43097.0,44514.746
2020-09-26 22:00:00+00:00,40480.0,41392.363
2020-09-26 23:00:00+00:00,38777.0,39422.72
2020-09-27 00:00:00+00:00,37704.0,38781.582
2020-09-26 02:00:00+00:00,40391.0,43583.977
2020-09-26 03:00:00+00:00,40959.0,46506.285
2020-09-26 04:00:00+00:00,43149.0,50514.05
2020-09-26 05:00:00+00:00,45950.0,54442.6
2020-09-26 06:00:00+00:00,49608.0,57800.34
2020-09-26 07:00:00+00:00,52692.0,60118.44
2020-09-26 08:00:00+00:00,54928.0,61544.914
2020-09-26 09:00:00+00:00,56186.0,61873.637
2020-09-26 10:00:00+00:00,56460.0,61409.08
2020-09-26 11:00:00+00:00,54756.0,60366.887
2020-09-26 12:00:00+00:00,53348.0,59041.652
2020-09-26 13:00:00+00:00,52456.0,57998.105
2020-09-26 14:00:00+00:00,52499.0,57577.934
2020-09-26 15:00:00+00:00,53687.0,57556.96
2020-09-26 16:00:00+00:00,54384.0,57318.387
2020-09-26 17:00:00+00:00,54322.0,56555.676
2020-09-26 18:00:00+00:00,51430.0,54796.72
2020-09-26 19:00:00+00:00,48135.0,52311.957
2020-09-26 20:00:00+00:00,46496.0,49323.062
2020-09-26 21:00:00+00:00,43097.0,46294.61
2020-09-26 22:00:00+00:00,40480.0,43775.438
2020-09-26 23:00:00+00:00,38777.0,41882.145
2020-09-27 00:00:00+00:00,37704.0,40904.586
2020-09-27 01:00:00+00:00,37378.0,41039.5
2020-09-26 03:00:00+00:00,40959.0,44460.754
2020-09-26 04:00:00+00:00,43149.0,47683.42
2020-09-26 05:00:00+00:00,45950.0,51447.68
2020-09-26 06:00:00+00:00,49608.0,54841.29
2020-09-26 07:00:00+00:00,52692.0,57483.082
2020-09-26 08:00:00+00:00,54928.0,59013.2
2020-09-26 09:00:00+00:00,56186.0,59386.78
2020-09-26 10:00:00+00:00,56460.0,58574.496
2020-09-26 11:00:00+00:00,54756.0,57447.92
2020-09-26 12:00:00+00:00,53348.0,56375.516
2020-09-26 13:00:00+00:00,52456.0,55396.88
2020-09-26 14:00:00+00:00,52499.0,54790.824
2020-09-26 15:00:00+00:00,53687.0,54737.57
2020-09-26 16:00:00+00:00,54384.0,54892.13
2020-09-26 17:00:00+00:00,54322.0,54499.664
2020-09-26 18:00:00+00:00,51430.0,53111.543
2020-09-26 19:00:00+00:00,48135.0,50774.95
2020-09-26 20:00:00+00:00,46496.0,47984.32
2020-09-26 21:00:00+00:00,43097.0,45070.656
2020-09-26 22:00:00+00:00,40480.0,42569.887
2020-09-26 23:00:00+00:00,38777.0,40857.03
2020-09-27 00:00:00+00:00,37704.0,39815.863
2020-09-27 01:00:00+00:00,37378.0,39703.79
2020-09-27 02:00:00+00:00,37341.0,40730.16
2020-09-26 04:00:00+00:00,43149.0,44789.207
2020-09-26 05:00:00+00:00,45950.0,47755.7
2020-09-26 06:00:00+00:00,49608.0,50581.96
2020-09-26 07:00:00+00:00,52692.0,52937.234
2020-09-26 08:00:00+00:00,54928.0,54656.68
2020-09-26 09:00:00+00:00,56186.0,55503.766
2020-09-26 10:00:00+00:00,56460.0,55289.984
