timestamp,country,y_true,yhat,z_resid,silver_label,human_verified_label,verification_notes
2020-09-19 07:00:00+00:00,DE,51944.0,52529.10126133404,-0.1563074814660025,0,0,Verified
2020-09-19 11:00:00+00:00,DE,51552.0,54773.6480692398,-0.6528413905890025,0,0,Verified
2020-09-19 14:00:00+00:00,DE,48891.0,51663.62555267482,-0.5906521541206295,0,0,Verified
2020-09-19 17:00:00+00:00,DE,50112.0,51450.6831229328,-0.3370391760833087,0,0,Verified
2020-09-19 18:00:00+00:00,DE,49337.0,50550.27608390669,-0.317019967337612,0,0,Verified
2020-09-19 20:00:00+00:00,DE,44700.0,45973.92157435464,-0.332209741463629,0,0,Verified
2020-09-19 21:00:00+00:00,DE,41734.0,42969.206656345166,-0.3265409280857126,0,0,Verified
2020-09-20 02:00:00+00:00,DE,36223.0,37321.018687489945,-0.3063997678142444,0,0,Verified
2020-09-20 20:00:00+00:00,DE,44338.0,45678.86828393017,-0.3197016172725333,0,0,Verified
2020-09-21 01:00:00+00:00,DE,38184.0,38392.63422963074,-0.1116745292334807,0,0,Verified
2020-09-22 03:00:00+00:00,DE,46854.0,45231.24086820409,0.3115404741256847,0,0,Verified
2020-09-22 15:00:00+00:00,DE,60048.0,57222.375659113095,0.5460003944489388,0,0,Verified
2020-09-22 16:00:00+00:00,DE,59831.0,57109.06752396497,0.5243972672251098,0,0,Verified
2020-09-22 20:00:00+00:00,DE,50739.0,49373.31671280594,0.24677461013031,0,0,Verified
2020-09-23 01:00:00+00:00,DE,41666.0,41111.60986244289,0.0840420761961701,0,0,Verified
2020-09-23 02:00:00+00:00,DE,42738.0,41781.69620760935,0.1642097114195017,0,0,Verified
2020-09-23 08:00:00+00:00,DE,65109.0,60522.29162179439,0.863801862139218,0,0,Verified
2020-09-23 09:00:00+00:00,DE,66121.0,61879.52419121326,0.7921603407620633,0,0,Verified
2020-09-23 16:00:00+00:00,DE,61437.0,56630.76145896044,0.8772574711420982,0,0,Verified
2020-09-23 19:00:00+00:00,DE,55434.0,52211.62382481975,0.556745319494792,0,0,Verified
2020-09-24 01:00:00+00:00,DE,43704.0,44166.8053734401,-0.1698346038356896,0,0,Verified
2020-09-24 04:00:00+00:00,DE,56448.0,53852.97329311848,0.4289287700739285,0,0,Verified
2020-09-24 15:00:00+00:00,DE,61620.0,59371.9196341253,0.3320365450731746,0,0,Verified
2020-09-24 17:00:00+00:00,DE,61282.0,58661.00084116828,0.4009646512704716,0,0,Verified
2020-09-24 23:00:00+00:00,DE,43704.0,43214.36812886372,-0.0239020145192257,0,0,Verified
2020-09-25 10:00:00+00:00,DE,65994.0,62468.2351309897,0.5387583636321285,0,0,Verified
2020-09-25 12:00:00+00:00,DE,62582.0,60450.75181133717,0.2609818916756943,0,0,Verified
2020-09-25 13:00:00+00:00,DE,60877.0,59227.81864672528,0.1647164418148345,0,0,Verified
2020-09-25 14:00:00+00:00,DE,59675.0,57824.32704431527,0.2019650579781701,0,0,Verified
2020-09-25 16:00:00+00:00,DE,59003.0,57361.21118996847,0.1575612243597147,0,0,Verified
2020-09-25 18:00:00+00:00,DE,57154.0,55671.79018280486,0.1215021666959277,0,0,Verified
2020-09-25 23:00:00+00:00,DE,41908.0,41920.1733727959,-0.1807210069325574,0,0,Verified
2020-09-26 00:00:00+00:00,DE,40698.0,40911.99635664222,-0.2216552163207209,0,0,Verified
2020-09-26 01:00:00+00:00,DE,40401.0,40899.510097620485,-0.2792670030996806,0,0,Verified
2020-09-27 00:00:00+00:00,DE,37704.0,37891.44460368154,-0.2691213525522054,0,0,Verified
2020-09-27 01:00:00+00:00,DE,37378.0,37796.74119615812,-0.3201056797221865,0,0,Verified
2020-09-27 03:00:00+00:00,DE,37625.0,40506.69299393135,-0.8380605626128685,0,0,Verified
2020-09-27 17:00:00+00:00,DE,51534.0,54108.22697225438,-0.750975494820986,0,0,Verified
2020-09-27 23:00:00+00:00,DE,40414.0,39501.47448877314,-0.0328309768269978,0,0,Verified
2020-09-28 02:00:00+00:00,DE,42254.0,40276.72518239308,0.1890642856527529,0,0,Verified
2020-09-29 03:00:00+00:00,DE,49234.0,47115.13430637743,0.3491994729302313,0,0,Verified
2020-09-29 06:00:00+00:00,DE,63396.0,60307.21905447913,0.5837988337460446,0,0,Verified
2020-09-29 09:00:00+00:00,DE,67478.0,64179.3847783455,0.6305795988169518,0,0,Verified
2020-09-29 11:00:00+00:00,DE,66534.0,62929.84604150677,0.7002878868901316,0,0,Verified
2020-09-29 15:00:00+00:00,DE,61883.0,59001.50424842137,0.5144890983031393,0,0,Verified
2020-09-29 18:00:00+00:00,DE,60830.0,57362.31122172976,0.6477085950197341,0,0,Verified
2020-09-29 19:00:00+00:00,DE,56775.0,54275.03352104556,0.4108303374979812,0,0,Verified
2020-09-29 23:00:00+00:00,DE,44895.0,43202.48276890664,0.2092539971038222,0,0,Verified
2020-09-30 13:00:00+00:00,DE,63259.0,60468.35015195552,0.4481764067621133,0,0,Verified
2020-09-30 17:00:00+00:00,DE,63459.0,59463.64606575511,0.7355221662261159,0,0,Verified
2020-08-31 06:00:00+00:00,FR,45230.0,33269.0,3.5014933206213383,1,1,Verified
2020-09-19 10:00:00+00:00,FR,47314.0,47337.23567211685,-0.0516281645781278,0,0,Verified
2020-09-19 16:00:00+00:00,FR,42127.0,43217.58994713518,-0.3640107624591408,0,0,Verified
