timestamp,actual,forecast,lower_bound_80%,upper_bound_80%,error
2020-09-19 00:00:00+00:00,39985.0,37131.34711926095,36213.9476039052,38048.7466346167,2853.6528807390496
2020-09-19 01:00:00+00:00,39605.0,36973.175664611306,35261.50064349015,38684.85068573246,2631.8243353886937
2020-09-19 02:00:00+00:00,39523.0,37487.15577169506,35080.09650887571,39894.21503451442,2035.8442283049371
2020-09-19 03:00:00+00:00,40584.0,39533.80211013358,36553.32638263543,42514.27783763174,1050.1978898664165
2020-09-19 04:00:00+00:00,42628.0,43491.42918539253,40039.585274033554,46943.27309675151,-863.4291853925315
2020-09-19 05:00:00+00:00,45254.0,46898.72610351471,43055.63116901452,50741.821038014896,-1644.7261035147094
2020-09-19 06:00:00+00:00,49068.0,50220.28937214594,46048.40783475011,54392.17090954177,-1152.2893721459404
2020-09-19 07:00:00+00:00,51944.0,52529.10126133404,48077.65113867267,56980.551383995415,-585.1012613340426
2020-09-19 08:00:00+00:00,53379.0,54480.71389447785,49789.10204087981,59172.32574807589,-1101.713894477849
2020-09-19 09:00:00+00:00,53777.0,56091.92996757099,51192.23991168213,60991.62002345985,-2314.9299675709917
2020-09-19 10:00:00+00:00,53227.0,56070.68952654637,50989.44975355285,61151.92929953989,-2843.689526546368
2020-09-19 11:00:00+00:00,51552.0,54773.648069239796,49533.09286148099,60014.2032769986,-3221.6480692397963
2020-09-19 12:00:00+00:00,50194.0,53516.134485170616,48135.11492097499,58897.15404936624,-3322.1344851706162
2020-09-19 13:00:00+00:00,49083.0,52378.639827516454,46873.29383211973,57883.98582291318,-3295.639827516454
2020-09-19 14:00:00+00:00,48891.0,51663.62555267482,46047.880390252736,57279.370715096906,-2772.625552674821
2020-09-19 15:00:00+00:00,49334.0,52161.783984456255,46447.740449817524,57875.827519094986,-2827.783984456255
2020-09-19 16:00:00+00:00,50000.0,52213.115729364596,46411.3473196612,58014.88413906799,-2213.1157293645956
2020-09-19 17:00:00+00:00,50112.0,51450.6831229328,45570.47295557078,57330.89329029482,-1338.6831229328018
2020-09-19 18:00:00+00:00,49337.0,50550.27608390669,44599.80737905774,56500.74478875564,-1213.2760839066905
2020-09-19 19:00:00+00:00,46676.0,48573.261934751,42559.77324291694,54586.75062658505,-1897.2619347509972
2020-09-19 20:00:00+00:00,44700.0,45973.92157435464,39903.83479104699,52044.008357662286,-1273.9215743546374
2020-09-19 21:00:00+00:00,41734.0,42969.206656345166,36848.23370920623,49090.1796034841,-1235.2066563451663
2020-09-19 22:00:00+00:00,39264.0,40745.16104001598,34578.39362746425,46911.92845256771,-1481.161040015977
2020-09-19 23:00:00+00:00,37383.0,39384.59289183157,33176.578582442824,45592.607201220315,-2001.5928918315694
2020-09-20 00:00:00+00:00,36538.0,37124.00658884896,36203.66243924044,38044.350738457484,-586.0065888489626
2020-09-20 01:00:00+00:00,35939.0,36834.297561991014,35120.749400169494,38547.845723812534,-895.2975619910139
2020-09-20 02:00:00+00:00,36223.0,37321.018687489945,34914.9169920663,39727.12038291359,-1098.0186874899446
2020-09-20 03:00:00+00:00,36894.0,39467.10048191768,36490.474079439715,42443.72688439565,-2573.1004819176815
2020-09-20 04:00:00+00:00,37700.0,43558.465820021185,40113.08029358115,47003.85134646122,-5858.465820021185
2020-09-20 05:00:00+00:00,38595.0,47214.393359735026,43380.03371649748,51048.753002972575,-8619.393359735026
2020-09-20 06:00:00+00:00,42179.0,50768.70323396549,46607.53188395429,54929.87458397669,-8589.70323396549
2020-09-20 07:00:00+00:00,44957.0,53098.63363031442,48659.613425902964,57537.653834725876,-8141.63363031442
2020-09-20 08:00:00+00:00,46981.0,54899.8233082551,50222.15016256379,59577.49645394641,-7918.823308255101
2020-09-20 09:00:00+00:00,48664.0,56114.89056679769,51230.4738110873,60999.30732250807,-7450.890566797687
2020-09-20 10:00:00+00:00,48536.0,55899.39533587849,50834.61843257932,60964.172239177664,-7363.395335878493
2020-09-20 11:00:00+00:00,46855.0,54675.19019275217,49452.16525587847,59898.21512962587,-7820.1901927521685
2020-09-20 12:00:00+00:00,45044.0,53399.555703119324,48037.02957793473,58762.08182830392,-8355.555703119324
2020-09-20 13:00:00+00:00,44108.0,52322.40840394597,46836.42899354964,57808.3878143423,-8214.40840394597
2020-09-20 14:00:00+00:00,44042.0,51694.74789326333,46099.163852493395,57290.33193403327,-7652.747893263331
2020-09-20 15:00:00+00:00,45629.0,51971.937310875706,46278.7801293076,57665.094492443815,-6342.937310875706
2020-09-20 16:00:00+00:00,47479.0,52081.02415090467,46300.80572082459,57861.24258098475,-4602.024150904668
2020-09-20 17:00:00+00:00,48705.0,51536.211422606924,45678.159721818614,57394.263123395234,-2831.2114226069243
2020-09-20 18:00:00+00:00,48311.0,50441.96796555942,44514.216575031125,56369.71935608772,-2130.9679655594227
2020-09-20 19:00:00+00:00,45807.0,48278.17638086546,42287.91894725149,54268.433814479424,-2471.1763808654578
2020-09-20 20:00:00+00:00,44338.0,45678.86828393017,39632.48591862291,51725.25064923743,-1340.8682839301691
2020-09-20 21:00:00+00:00,41585.0,42559.96218629458,36463.129650052666,48656.79472253649,-974.9621862945787
2020-09-20 22:00:00+00:00,39501.0,40171.36094778843,34029.13597368078,46313.58592189608,-670.3609477884311
2020-09-20 23:00:00+00:00,38735.0,38618.59129399249,32435.49033855786,44801.69224942712,116.40870600751077
2020-09-21 00:00:00+00:00,38047.0,38447.569375759565,37524.98235861071,39370.15639290842,-400.56937575956545
2020-09-21 01:00:00+00:00,38184.0,38392.63422963074,36671.53486771389,40113.73359154759,-208.63422963074117
