timestamp,actual,forecast,lower_bound_80%,upper_bound_80%,error
2020-09-21 02:00:00+00:00,22849.0,22433.219963446725,20629.948700914283,24236.491225979167,415.78003655327484
2020-09-21 03:00:00+00:00,24713.0,23151.811201866607,20825.889243314723,25477.73316041849,1561.188798133393
2020-09-21 04:00:00+00:00,29864.0,24700.16545407434,21928.623402433393,27471.707505715287,5163.83454592566
2020-09-21 05:00:00+00:00,34346.0,26264.546866820267,23116.667862710903,29412.42587092963,8081.453133179733
2020-09-21 06:00:00+00:00,39191.0,28875.43881869382,25410.088117513726,32340.789519873913,10315.56118130618
2020-09-21 07:00:00+00:00,41043.0,30657.429830544086,26923.577377135516,34391.282283952656,10385.570169455914
2020-09-21 08:00:00+00:00,41659.0,31276.17647680039,27314.30052774339,35238.052425857386,10382.823523199611
2020-09-21 09:00:00+00:00,41760.0,31416.396857772612,27259.9750762498,35572.81863929542,10343.603142227388
2020-09-21 10:00:00+00:00,40514.0,31165.323281764322,26842.153402051073,35488.49316147757,9348.676718235678
2020-09-21 11:00:00+00:00,40384.0,30583.300845057962,26116.592332189546,35050.00935792638,9800.699154942038
2020-09-21 12:00:00+00:00,41013.0,30668.8505038871,26078.100076652183,35259.60093112202,10344.1494961129
2020-09-21 13:00:00+00:00,41294.0,30948.513004387754,26250.198140959164,35646.82786781635,10345.486995612246
2020-09-21 14:00:00+00:00,40704.0,31589.30392473962,26797.43052518268,36381.17732429656,9114.69607526038
2020-09-21 15:00:00+00:00,39804.0,31835.648219841463,26962.1840946489,36709.112345034024,7968.351780158537
2020-09-21 16:00:00+00:00,39346.0,32368.17297301288,27423.39282268857,37312.95312333719,6977.827026987121
2020-09-21 17:00:00+00:00,41154.0,34218.41856111272,29211.180491784144,39225.65663044129,6935.581438887282
2020-09-21 18:00:00+00:00,39912.0,34594.582248519684,29532.551198396362,39656.613298643,5317.417751480316
2020-09-21 19:00:00+00:00,36630.0,32596.113995635675,27485.9437734359,37706.28421783545,4033.8860043643253
2020-09-21 20:00:00+00:00,33244.0,30199.47130476124,25046.954131142993,35351.988478379484,3044.5286952387614
2020-09-21 21:00:00+00:00,30467.0,27923.51638629134,22733.70671013355,33113.32606244913,2543.4836137086604
2020-09-21 22:00:00+00:00,28202.0,25775.232052420062,20552.549825499795,30997.91427934033,2426.7679475799378
2020-09-21 23:00:00+00:00,26804.0,24350.062659526535,19098.38006408319,29601.74525496988,2453.937340473465
2020-09-22 00:00:00+00:00,26086.0,26276.337538864886,25660.313424988282,26892.36165274149,-190.33753886488557
2020-09-22 01:00:00+00:00,25853.0,25897.253235003238,24672.76047355561,27121.745996450867,-44.25323500323793
2020-09-22 02:00:00+00:00,26038.0,25923.416613422043,24095.286819460394,27751.546407383692,114.58338657795684
2020-09-22 03:00:00+00:00,27522.0,27020.41342128806,24661.339102313614,29379.487740262506,501.5865787119401
2020-09-22 04:00:00+00:00,31846.0,30030.207580679256,27218.812974047567,32841.60218731094,1815.7924193207436
2020-09-22 05:00:00+00:00,35990.0,32993.55441250237,29800.603848910723,36186.504976094024,2996.4455874976265
2020-09-22 06:00:00+00:00,40513.0,36639.25922777334,33124.87910702998,40153.63934851671,3873.740772226658
2020-09-22 07:00:00+00:00,42907.0,38312.679302317214,34526.872698680156,42098.48590595427,4594.320697682786
2020-09-22 08:00:00+00:00,42700.0,38763.35129592858,34747.42595098196,42779.2766408752,3936.64870407142
2020-09-22 09:00:00+00:00,42507.0,38800.81671112675,34588.9084487732,43012.72497348029,3706.1832888732533
2020-09-22 10:00:00+00:00,40701.0,37897.45867011685,33517.88327013889,42277.034070094815,2803.541329883148
2020-09-22 11:00:00+00:00,40435.0,37467.96340287658,32944.33536993388,41991.59143581928,2967.0365971234205
2020-09-22 12:00:00+00:00,40614.0,37720.55477040658,33072.685320840865,42368.4242199723,2893.445229593417
2020-09-22 13:00:00+00:00,41012.0,37896.003016008246,33140.6117790703,42651.39425294619,3115.996983991754
2020-09-22 14:00:00+00:00,41706.0,37895.82615833121,33047.10342230523,42744.5488943572,3810.1738416687876
2020-09-22 15:00:00+00:00,40464.0,37536.374850737775,32606.426695153426,42466.32300632212,2927.625149262225
2020-09-22 16:00:00+00:00,39946.0,37434.62299564097,32433.825566799762,42435.42042448218,2511.3770043590266
2020-09-22 17:00:00+00:00,41755.0,38850.487374200464,33787.77083767044,43913.20391073049,2904.512625799536
2020-09-22 18:00:00+00:00,40131.0,38559.85929073579,33442.9372259024,43676.781355569176,1571.1407092642112
2020-09-22 19:00:00+00:00,36875.0,35881.02039258425,30716.576636999533,41045.46414816897,993.9796074157493
2020-09-22 20:00:00+00:00,33482.0,32944.24954938228,27738.0916231367,38150.40747562786,537.7504506177211
2020-09-22 21:00:00+00:00,30521.0,30369.56454569908,25126.750613978613,35612.378477419545,151.43545430092126
2020-09-22 22:00:00+00:00,28299.0,28078.13983770474,22803.08454052767,33353.19513488181,220.86016229525922
2020-09-22 23:00:00+00:00,26895.0,26571.004150140037,21267.567407825114,31874.44089245496,323.9958498599626
2020-09-23 00:00:00+00:00,26046.0,26370.737607067404,25752.319633132214,26989.155581002593,-324.7376070674036
2020-09-23 01:00:00+00:00,25768.0,26013.096101051564,24787.727142112362,27238.465059990765,-245.0961010515639
2020-09-23 02:00:00+00:00,25978.0,26056.448149739044,24228.828827197314,27884.067472280774,-78.44814973904431
2020-09-23 03:00:00+00:00,27470.0,27145.890405891336,24788.30270340111,29503.47810838156,324.10959410866417
2020-09-23 04:00:00+00:00,31770.0,30163.017918044734,27353.821399296678,32972.21443679279,1606.982081955266
2020-09-23 05:00:00+00:00,36114.0,33236.075977955596,30045.906812794627,36426.24514311657,2877.9240220444044
2020-09-23 06:00:00+00:00,40497.0,36952.794316790634,33441.73790906776,40463.85072451351,3544.205683209366
2020-09-23 07:00:00+00:00,42505.0,38899.83146630588,35117.896103674575,42681.76682893718,3605.1685336941227
2020-09-23 08:00:00+00:00,41350.0,39073.54434182551,35062.06231463267,43085.02636901835,2276.455658174491
2020-09-23 09:00:00+00:00,42057.0,39028.80091364676,34821.93633129687,43235.66549599665,3028.199086353241
2020-09-23 10:00:00+00:00,40862.0,37878.6261281943,33504.71872267331,42252.533533715294,2983.3738718056993
2020-09-23 11:00:00+00:00,40085.0,37460.03009419314,32942.710495215004,41977.34969317128,2624.969905806858
2020-09-23 12:00:00+00:00,40408.0,37608.00057008136,32967.08738380704,42248.91375635569,2799.9994299186365
2020-09-23 13:00:00+00:00,41042.0,37868.546382270666,33120.758331215584,42616.33443332575,3173.453617729334
2020-09-23 14:00:00+00:00,41380.0,38323.18423419391,33482.7034592203,43163.665009167526,3056.815765806088
2020-09-23 15:00:00+00:00,40495.0,37772.355696824176,32851.274154184845,42693.43723946351,2722.6443031758245
2020-09-23 16:00:00+00:00,39521.0,37618.950715566956,32627.62571139634,42610.275719737576,1902.0492844330438
2020-09-23 17:00:00+00:00,41455.0,39115.72269173576,34063.061984811124,44168.3833986604,2339.277308264238
2020-09-23 18:00:00+00:00,40061.0,38553.44123187739,33447.133429286136,43659.749034468645,1507.5587681226098
2020-09-23 19:00:00+00:00,36990.0,35813.25628989081,30659.95853598124,40966.55404380037,1176.7437101091928
2020-09-23 20:00:00+00:00,33274.0,32826.486131581914,27631.978229351465,38020.99403381236,447.5138684180856
2020-09-23 21:00:00+00:00,30617.0,30165.326704026633,24934.638643010363,35396.0147650429,451.6732959733672
2020-09-23 22:00:00+00:00,28335.0,27909.695344450614,22647.21358200766,33172.17710689357,425.30465554938564
2020-09-23 23:00:00+00:00,27038.0,26429.40168799043,21138.95830995724,31719.84506602362,608.5983120095698
2020-09-24 00:00:00+00:00,26193.0,26472.47731354338,25851.32369231359,27093.63093477317,-279.47731354337884
2020-09-24 01:00:00+00:00,25751.0,26147.248988895743,24920.662803821826,27373.83517396966,-396.2489888957425
2020-09-24 02:00:00+00:00,25970.0,26234.710866937916,24406.796319419533,28062.6254144563,-264.71086693791585
2020-09-24 03:00:00+00:00,27454.0,27386.47796848264,25030.23811467243,29742.71782229285,67.52203151736103
2020-09-24 04:00:00+00:00,31797.0,30580.541587273263,27774.818550650394,33386.26462389613,1216.4584127267372
2020-09-24 05:00:00+00:00,35904.0,33880.74108116036,30696.33285139319,37065.14931092754,2023.2589188396378
2020-09-24 06:00:00+00:00,39890.0,37645.31648462386,34142.25374086366,41148.37922838405,2244.683515376142
2020-09-24 07:00:00+00:00,41450.0,39486.299466934026,35714.41842588858,43258.18050797947,1963.700533065974
2020-09-24 08:00:00+00:00,41770.0,39203.202528722104,35203.61336262581,43202.7916948184,2566.797471277896
2020-09-24 09:00:00+00:00,42083.0,39497.07949214564,35303.714014018275,43690.444970273005,2585.92050785436
2020-09-24 10:00:00+00:00,39382.0,38493.86517588918,34134.84186638646,42852.8884853919,888.1348241108208
2020-09-24 11:00:00+00:00,39388.0,37875.217310797896,33373.9663833462,42376.468238249596,1512.782689202104
2020-09-24 12:00:00+00:00,40519.0,38077.68067279698,33453.84441569504,42701.51692989892,2441.3193272030185
2020-09-24 13:00:00+00:00,41294.0,38447.76711005054,33717.91182453317,43177.62239556791,2846.2328899494605
2020-09-24 14:00:00+00:00,41396.0,38782.41993118544,33960.597371491545,43604.24249087933,2613.580068814561
2020-09-24 15:00:00+00:00,40435.0,38273.12662697077,33371.31788864921,43174.93536529233,2161.8733730292297
2020-09-24 16:00:00+00:00,39996.0,37874.73516991038,32903.20360647679,42846.266733343975,2121.264830089618
2020-09-24 17:00:00+00:00,41932.0,39468.52010309859,34436.09396481864,44500.946241378544,2463.479896901408
2020-09-24 18:00:00+00:00,40156.0,38839.935867913875,33754.23649754177,43925.63523828598,1316.064132086125
2020-09-24 19:00:00+00:00,36677.0,36093.08736858159,30960.714983607002,41225.45975355618,583.9126314184105
2020-09-24 20:00:00+00:00,33415.0,32909.475571015675,27736.161760676005,38082.789381355346,505.5244289843249
2020-09-24 21:00:00+00:00,30695.0,30326.882645246893,25117.616528015827,35536.14876247796,368.11735475310707
2020-09-24 22:00:00+00:00,28017.0,28047.87080037884,22807.004155002585,33288.7374457551,-30.870800378841523
2020-09-24 23:00:00+00:00,26698.0,26619.551931203652,21350.887393914098,31888.216468493207,78.4480687963478
2020-09-25 00:00:00+00:00,25979.0,26091.3467671646,25466.69365729936,26715.999877029837,-112.34676716459944
2020-09-25 01:00:00+00:00,25786.0,25739.30693614538,24507.037275514827,26971.576596775936,46.69306385461823
2020-09-25 02:00:00+00:00,25955.0,25876.355441628482,24046.591326842496,27706.11955641447,78.64455837151763
2020-09-25 03:00:00+00:00,27290.0,27097.410433983358,24742.984994543796,29451.83587342292,192.5895660166425
2020-09-25 04:00:00+00:00,31452.0,30494.443497097254,27693.295071664113,33295.591922530395,957.5565029027457
2020-09-25 05:00:00+00:00,35712.0,33859.19857042268,30681.33969651097,37037.057444334394,1852.8014295773173
2020-09-25 06:00:00+00:00,39740.0,37560.75955775657,34065.66442655251,41055.85468896064,2179.2404422434265
2020-09-25 07:00:00+00:00,41559.0,39251.80296298028,35488.941593625714,43014.66433233484,2307.197037019723
2020-09-25 08:00:00+00:00,42323.0,39474.83614545017,35485.08512905576,43464.58716184458,2848.163854549828
2020-09-25 09:00:00+00:00,41751.0,39669.18694339287,35486.33012051084,43852.04376627491,2081.813056607127
2020-09-25 10:00:00+00:00,39743.0,38014.938954499616,33666.99969860046,42362.87821039877,1728.0610455003844
2020-09-25 11:00:00+00:00,39135.0,37709.48423317152,33219.82930517359,42199.13916116945,1425.515766828481
2020-09-25 12:00:00+00:00,40155.0,38275.06996549869,33663.2967042812,42886.84322671618,1879.9300345013107
2020-09-25 13:00:00+00:00,39983.0,38751.48155740443,34034.12192283653,43468.84119197234,1231.5184425955667
2020-09-25 14:00:00+00:00,39403.0,38998.154475198004,34189.23188361904,43807.07706677697,404.84552480199636
2020-09-25 15:00:00+00:00,38174.0,38411.378333141874,33522.848941238946,43299.9077250448,-237.37833314187446
2020-09-25 16:00:00+00:00,37817.0,38167.6662867982,33209.77048987987,43125.56208371653,-350.6662867982013
2020-09-25 17:00:00+00:00,39746.0,39830.92298255964,34812.46732101317,44849.37864410611,-84.92298255964124
2020-09-25 18:00:00+00:00,37782.0,38933.344013535345,33861.92902171387,44004.75900535682,-1151.3440135353449
2020-09-25 19:00:00+00:00,34811.0,35969.27805882682,30851.483908703063,41087.07220895058,-1158.2780588268215
2020-09-25 20:00:00+00:00,31590.0,32906.44371990256,27747.982685387313,38064.90475441781,-1316.4437199025633
2020-09-25 21:00:00+00:00,28815.0,30293.6103329025,25099.452962862604,35487.767702942394,-1478.610332902499
2020-09-25 22:00:00+00:00,26487.0,27856.37402671836,22630.854308344627,33081.89374509209,-1369.3740267183603
2020-09-25 23:00:00+00:00,25060.0,26444.770744119036,21191.67433302017,31697.8671552179,-1384.770744119036
2020-09-26 00:00:00+00:00,24225.0,24434.112681674305,23809.109613141598,25059.115750207013,-209.11268167430535
2020-09-26 01:00:00+00:00,23688.0,24136.211079168952,22905.08258487556,25367.339573462345,-448.211079168952
2020-09-26 02:00:00+00:00,23555.0,24282.173599946174,22455.222235938174,26109.124963954175,-727.1735999461744
2020-09-26 03:00:00+00:00,24001.0,25528.519171335804,23178.66912302134,27878.369219650267,-1527.5191713358035
2020-09-26 04:00:00+00:00,25780.0,29058.931112696995,26264.095730300058,31853.766495093932,-3278.931112696995
2020-09-26 05:00:00+00:00,27359.0,32671.225805989478,29501.32020374509,35841.131408233865,-5312.2258059894775
2020-09-26 06:00:00+00:00,29273.0,36508.51894869452,33022.885399142375,39994.15249824666,-7235.518948694516
2020-09-26 07:00:00+00:00,30571.0,38365.08615703967,34613.05238070962,42117.119933369715,-7794.086157039666
2020-09-26 08:00:00+00:00,30233.0,38858.48414274896,34880.78746989113,42836.180815606785,-8625.48414274896
2020-09-26 09:00:00+00:00,30129.0,38761.84502168219,34592.139642415976,42931.5504009484,-8632.845021682188
2020-09-26 10:00:00+00:00,29198.0,37313.105526164625,32979.29734998425,41646.913702345,-8115.105526164625
2020-09-26 11:00:00+00:00,27174.0,36851.95843100427,32377.309350286003,41326.607511722534,-9677.95843100427
2020-09-26 12:00:00+00:00,25672.0,37510.073674242536,32914.08808971317,42106.0592587719,-11838.073674242536
2020-09-26 13:00:00+00:00,25361.0,37684.257098632035,32983.38484193681,42385.12935532726,-12323.257098632035
2020-09-26 14:00:00+00:00,27127.0,37673.54289251303,32881.73481714292,42465.35096788315,-10546.542892513033
2020-09-26 15:00:00+00:00,28310.0,36966.22939808867,32095.377459449763,41837.08133672757,-8656.229398088668
2020-09-26 16:00:00+00:00,29163.0,36775.5864499763,31835.874112752495,41715.298787200096,-7612.586449976297
2020-09-26 17:00:00+00:00,32385.0,38527.30476053833,33527.487950024995,43527.12157105167,-6142.304760538333
2020-09-26 18:00:00+00:00,31416.0,37456.692818208554,32404.32694823367,42509.05868818344,-6040.692818208554
2020-09-26 19:00:00+00:00,29037.0,34667.558468006726,29569.183385261167,39765.933550752285,-5630.558468006726
2020-09-26 20:00:00+00:00,26904.0,31627.500759833456,26488.79261431552,36766.20890535139,-4723.500759833456
2020-09-26 21:00:00+00:00,24983.0,29010.05326785578,23835.950181177723,34184.156354533836,-4027.0532678557793
2020-09-26 22:00:00+00:00,23190.0,26720.07046470425,21514.877263130227,31925.263666278275,-3530.070464704251
2020-09-26 23:00:00+00:00,21570.0,25307.80612957147,20075.282205444895,30540.330053698042,-3737.806129571469
2020-09-27 00:00:00+00:00,20613.0,20764.014188961533,20133.336203738392,21394.692174184675,-151.01418896153336
2020-09-27 01:00:00+00:00,20308.0,20296.386866007233,19050.92076150979,21541.852970504675,11.613133992766961
2020-09-27 02:00:00+00:00,20140.0,20373.422861094223,18527.075449335665,22219.77027285278,-233.42286109422275
2020-09-27 03:00:00+00:00,20555.0,21364.161184218563,18991.178062733896,23737.14430570323,-809.161184218563
2020-09-27 04:00:00+00:00,21364.0,24107.687591629892,21286.614423966304,26928.76075929348,-2743.6875916298923
2020-09-27 05:00:00+00:00,21596.0,26821.440669146727,23622.522423705734,30020.35891458772,-5225.440669146727
2020-09-27 06:00:00+00:00,23195.0,29942.940520680088,26425.703489593834,33460.17755176634,-6747.9405206800875
2020-09-27 07:00:00+00:00,24080.0,31719.364571176753,27933.252249146935,35505.47689320657,-7639.364571176753
2020-09-27 08:00:00+00:00,24449.0,31923.565131040577,27909.40240982813,35937.727852253025,-7474.565131040577
2020-09-27 09:00:00+00:00,25455.0,32095.378308392435,27886.89882243958,36303.85779434529,-6640.378308392435
2020-09-27 10:00:00+00:00,25901.0,31152.784995057224,26777.97526912666,35527.59472098779,-5251.784995057224
2020-09-27 11:00:00+00:00,24421.0,30200.283805265215,25682.491045586918,34718.07656494351,-5779.283805265215
2020-09-27 12:00:00+00:00,23835.0,29961.575887802286,25320.395093814812,34602.75668178976,-6126.575887802286
2020-09-27 13:00:00+00:00,23882.0,30140.756029309872,25392.732117659503,34888.77994096024,-6258.756029309872
2020-09-27 14:00:00+00:00,24271.0,31140.254148855423,26299.436199072246,35981.0720986386,-6869.254148855423
2020-09-27 15:00:00+00:00,25583.0,31470.86424809822,26549.244124068216,36392.48437212822,-5887.86424809822
2020-09-27 16:00:00+00:00,27495.0,31854.424146500576,26862.285540919373,36846.56275208178,-4359.424146500576
2020-09-27 17:00:00+00:00,30736.0,34252.9318007511,29199.130006990774,39306.73359451143,-3516.931800751103
2020-09-27 18:00:00+00:00,30193.0,33565.64121925969,28457.829187775187,38673.4532507442,-3372.641219259691
2020-09-27 19:00:00+00:00,28523.0,31075.57287301913,25920.3853855307,36230.76036050756,-2552.5728730191295
2020-09-27 20:00:00+00:00,26425.0,28537.828870691046,23341.033821574572,33734.62391980752,-2112.828870691046
2020-09-27 21:00:00+00:00,24147.0,26323.71083478509,21090.33446657756,31557.087202992625,-2176.7108347850917
2020-09-27 22:00:00+00:00,22143.0,24314.738324428454,19049.169659448264,29580.306989408644,-2171.738324428454
2020-09-27 23:00:00+00:00,20969.0,22878.356188807997,17584.4346977056,28172.277679910392,-1909.3561888079967
2020-09-28 00:00:00+00:00,20405.0,20510.599553616044,19877.09940714995,21144.099700082137,-105.59955361604443
2020-09-28 01:00:00+00:00,20242.0,20413.65632646126,19161.931702390742,21665.380950531777,-171.6563264612596
2020-09-28 02:00:00+00:00,20662.0,20575.563421971587,18721.354761819,22429.772082124175,86.43657802841335
2020-09-28 03:00:00+00:00,22562.0,21516.39274938567,19134.498131877874,23898.28736689347,1045.6072506143282
2020-09-28 04:00:00+00:00,27915.0,23692.708869484515,20861.8832779029,26523.53446106613,4222.291130515485
2020-09-28 05:00:00+00:00,32812.0,25632.371475101114,22422.93760802382,28841.805342178406,7179.628524898886
2020-09-28 06:00:00+00:00,36655.0,28397.412227372817,24868.91982854585,31925.904626199783,8257.587772627183
2020-09-28 07:00:00+00:00,37934.0,29875.592370490514,26077.488436031796,33673.69630494923,8058.407629509486
2020-09-28 08:00:00+00:00,38087.0,30248.377951966184,26221.48679214155,34275.26911179082,7838.622048033816
2020-09-28 09:00:00+00:00,38672.0,30797.98409173723,26576.041640773576,35019.92654270089,7874.015908262769
2020-09-28 10:00:00+00:00,36554.0,30394.030569162263,26005.031078954133,34783.030059370394,6159.969430837737
2020-09-28 11:00:00+00:00,36219.0,29468.522775961083,24935.82700601351,34001.218545908654,6750.4772240389175
2020-09-28 12:00:00+00:00,36896.0,29387.023056583148,24730.244812034718,34043.80130113158,7508.976943416852
2020-09-28 13:00:00+00:00,37210.0,29599.56167498539,24835.268986913354,34363.85436305743,7610.438325014609
2020-09-28 14:00:00+00:00,37308.0,30077.64456340605,25219.91291971472,34935.37620709738,7230.355436593949
2020-09-28 15:00:00+00:00,36547.0,30544.72543707868,25605.57545640989,35483.87541774747,6002.2745629213205
2020-09-28 16:00:00+00:00,36394.0,31405.32581919131,26395.071470010207,36415.58016837241,4988.674180808692
2020-09-28 17:00:00+00:00,39206.0,33882.33879688318,28809.866479387598,38954.81111437876,5323.661203116819
2020-09-28 18:00:00+00:00,37926.0,33310.878267101296,28183.872308712067,38437.884225490525,4615.121732898704
2020-09-28 19:00:00+00:00,35118.0,31109.850497354208,25934.976880625647,36284.72411408277,4008.1495026457924
2020-09-28 20:00:00+00:00,31297.0,28615.041781831536,23398.099077602543,33831.98448606053,2681.9582181684636
2020-09-28 21:00:00+00:00,28140.0,26261.14160040202,21007.185937014423,31515.09726378962,1878.8583995979789
2020-09-28 22:00:00+00:00,25649.0,24164.41887194033,18877.868168117475,29450.96957576318,1484.5811280596718
2020-09-28 23:00:00+00:00,24261.0,22863.44152919261,17548.163018998373,28178.720039386844,1397.5584708073911
2020-09-29 00:00:00+00:00,23580.0,23624.827715441435,22984.78237361663,24264.873057266243,-44.82771544143543
2020-09-29 01:00:00+00:00,23310.0,23320.199418346885,22054.386805299902,24586.012031393868,-10.199418346885068
2020-09-29 02:00:00+00:00,23698.0,23480.411913042954,21606.516891782023,25354.306934303884,217.58808695704647
2020-09-29 03:00:00+00:00,25202.0,24790.740913833117,22385.055854515456,27196.425973150777,411.2590861668832
2020-09-29 04:00:00+00:00,29620.0,28525.334453472416,25667.771849853507,31382.897057091326,1094.6655465275835
2020-09-29 05:00:00+00:00,34266.0,32036.60558715055,28798.366041342277,35274.84513295882,2229.3944128494513
2020-09-29 06:00:00+00:00,38532.0,35448.74910791029,31890.0405316525,39007.45768416808,3083.250892089709
2020-09-29 07:00:00+00:00,39583.0,36890.90742542291,33061.668401515264,40720.14644933056,2692.0925745770874
2020-09-29 08:00:00+00:00,39262.0,37049.72269496665,32991.14472658716,41108.30066334614,2212.277305033349
2020-09-29 09:00:00+00:00,38522.0,37363.77830385354,33109.871864887915,41617.68474281917,1158.2216961464583
2020-09-29 10:00:00+00:00,36519.0,35890.89602765811,31469.860590906028,40311.9314644102,628.1039723418871
2020-09-29 11:00:00+00:00,36002.0,35263.3363406964,30698.68561054164,39827.98707085116,738.6636593036019
2020-09-29 12:00:00+00:00,36831.0,35545.08791999643,30856.548857003727,40233.62698298914,1285.912080003567
2020-09-29 13:00:00+00:00,37139.0,35760.61714649273,30964.840377809698,40556.393915175766,1378.382853507268
